buoy,date,depth,temperature,salinity,sigma_t
M01,2016-04-01,996921e31,8.671973263888889,34.31877062430556,26.636722697222222
M01,2016-05-01,1,8.34321754032258,32.123498704973116,24.954964302419356
M01,2016-05-01,996921e31,8.614106653225807,34.2521378030914,26.593473702284946
M01,2016-06-01,1,12.57403263888889,31.970028308333333,24.11379806458333
M01,2016-06-01,996921e31,8.682565277777778,34.25366698958333,26.583990375694444
M01,2016-07-01,1,16.52256438172043,31.99852860282258,23.31014579032258
M01,2016-07-01,996921e31,9.60009375,34.55531901680108,26.66946587096774
M01,2016-08-01,1,18.503497715053765,32.305796541666666,23.085393780241937
M01,2016-08-01,996921e31,9.939092069892473,34.78571117943548,26.795018193548387
M01,2016-09-01,1,16.962531041666665,32.601465465972225,23.672143444444444
M01,2016-09-01,996921e31,9.735531180555556,34.780767670138886,26.825921949305556
M01,2016-10-01,1,13.653664622641509,33.01398655390835,24.72254663207547
M01,2016-10-01,996921e31,9.668695614035087,34.799713931848856,26.851980983805667
M01,2016-11-01,1,11.556041666666667,32.95447410347222,25.081441788194443
M01,2016-11-01,996921e31,9.801844930555555,34.78156299513889,26.815433411805557
M01,2016-12-01,1,9.245114247311827,33.06324920766129,25.558509311155913
M01,2016-12-01,996921e31,9.88756407142857,34.74305432285714,26.770846072142856
M01,2017-01-01,1,7.222102960969044,32.85693611776581,25.69929853768506
M01,2017-01-01,996921e31,9.763395161290322,34.648486646505376,26.717915858198925
M01,2017-02-01,1,6.10517312072893,32.73824569248291,25.752544436218678
M01,2017-02-01,996921e31,9.693895757575758,33.60593493333333,25.914916277777778
M01,2017-06-01,1,13.471809523809524,31.62133277142857,23.68420522857143
M01,2017-06-01,996921e31,8.599621153846154,31.70414298076923,24.59920473076923
M01,2017-07-01,1,16.04131772575251,31.823639921070235,23.290831578595316
M01,2017-07-01,996921e31,8.515751707317072,31.713761579268294,24.61920891707317
M01,2017-08-01,1,16.99069939475454,31.9920665729657,23.20299213718897
M01,2017-08-01,996921e31,8.76576565860215,31.841649771505377,24.681050402553762
M01,2017-09-01,1,14.741881944444444,32.35667662083333,23.989036902083335
M01,2017-09-01,996921e31,9.376403402777777,32.10486042916666,24.793164973611113
M01,2017-10-01,1,13.737333781061114,32.799068619207524,24.540463883814642
M01,2017-10-01,996921e31,10.005234072580645,32.319782757392474,24.859142506048386
M01,2017-11-01,1,11.62180681028492,33.17622348714385,25.241060640027797
M01,2017-11-01,996921e31,10.049082430555556,32.3632833,24.885926215277777
M01,2017-12-01,1,9.82814938684504,33.33428281493868,25.679901033444818
M01,2017-12-01,996921e31,9.992086559139786,32.3189795188172,24.860788626344085
M01,2018-01-01,996921e31,10.23021807795699,32.37272492271505,24.862979920698926
M01,2018-02-01,996921e31,9.642636904761904,32.25667044196429,24.868381883184522
M01,2018-03-01,996921e31,9.09817876344086,32.228795864919356,24.933380248655915
M01,2018-04-01,996921e31,8.816346527777778,32.18780932847222,24.945236565972223
M01,2018-05-01,996921e31,8.728785483870968,32.160317932123654,24.937033250672044
M01,2018-06-01,996921e31,8.533447916666667,32.09393593958333,24.91440174375
M01,2018-07-01,1,17.728743016759775,32.129206345437616,23.135067731843577
M01,2018-07-01,996921e31,7.973793904856294,33.6255221432111,26.197670686323093
M01,2018-08-01,1,19.157177419354838,32.25332226075269,22.881507499327956
M01,2018-08-01,996921e31,8.635244130824372,34.225063882168456,26.5655278109319
